population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,564,Amphetamine use disorders,1,Number,1987,3634.082861004186,6926.645361005409,1859.7528293702098
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,564,Amphetamine use disorders,2,Percent,1987,7.732434444354212e-05,0.00014803494062715718,3.9618062328859385e-05
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,564,Amphetamine use disorders,3,Rate,1987,0.07161770992683214,0.13650499925404744,0.03665057836150634
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,566,Other drug use disorders,1,Number,1987,12850.4111656435,18122.976264600296,8954.602809701903
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,566,Other drug use disorders,2,Percent,1987,0.0002734180142149486,0.00038379823792070595,0.00019046817092017605
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,566,Other drug use disorders,3,Rate,1987,0.25324601956029014,0.35715367721977576,0.17647042488129122
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,560,Alcohol use disorders,1,Number,1988,103037.7946107945,119138.00631084462,91530.05440933278
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,1988,0.002174420719891207,0.002502872203349599,0.001930831890222551
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,1988,1.9957947340728242,2.3076484363943157,1.7728950943638297
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,562,Opioid use disorders,1,Number,1988,36346.51478358638,45222.34005938409,28764.905028170037
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,562,Opioid use disorders,2,Percent,1988,0.0007669970243555348,0.000955354222786332,0.0006078937002247473
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1988,0.704015289544855,0.8759359465513443,0.5571629924551235
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,563,Cocaine use disorders,1,Number,1988,3411.792663225382,4479.5520149756085,2581.454959138155
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,563,Cocaine use disorders,2,Percent,1988,7.199041084120869e-05,9.464754639338722e-05,5.448551436903544e-05
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,563,Cocaine use disorders,3,Rate,1988,0.06608485611259542,0.0867668641032523,0.05000159633807189
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,564,Amphetamine use disorders,1,Number,1988,3946.155651100837,7745.587098328553,2093.20082651469
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,564,Amphetamine use disorders,2,Percent,1988,8.326857039474919e-05,0.00016325964008315728,4.4093428441461074e-05
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,564,Amphetamine use disorders,3,Rate,1988,0.07643522163928082,0.15002846287169125,0.040544338149850555
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,566,Other drug use disorders,1,Number,1988,13562.1523078021,19509.283864808236,9632.30433483368
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,566,Other drug use disorders,2,Percent,1988,0.0002861647266030406,0.0004086203896018201,0.00020371525038849096
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,566,Other drug use disorders,3,Rate,1988,0.2626926581731147,0.3778858636288893,0.1865733087656161
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,560,Alcohol use disorders,1,Number,1989,107414.63795484761,123530.22035578029,95781.02480482183
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,1989,0.002258573156823269,0.0025888532467297025,0.0020153592901207295
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,1989,2.0459275706041633,2.3528812128467687,1.8243420368020933
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,562,Opioid use disorders,1,Number,1989,39138.98547453664,48271.840666549135,31395.549030484297
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,562,Opioid use disorders,2,Percent,1989,0.0008229465421949924,0.0010160783191697767,0.0006595193157769698
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1989,0.7454806066701131,0.9194341812613912,0.5979913034080451
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,563,Cocaine use disorders,1,Number,1989,3564.418254062807,4738.601856793789,2713.055423984012
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,563,Cocaine use disorders,2,Percent,1989,7.494358857644429e-05,9.974768829915697e-05,5.6929454740335424e-05
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,563,Cocaine use disorders,3,Rate,1989,0.06789150639056583,0.09025619198200686,0.05167559094542897
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,564,Amphetamine use disorders,1,Number,1989,4279.639794076001,8576.213257344605,2354.2790006012606
